,0,1,2,3,4
0,-0.045583375,-0.06119058,-0.055971224,0.029310973,-0.107598044
1,-0.04581466,-0.060318403,-0.05693017,0.03092584,-0.10683265
2,-0.03864605,-0.052226186,-0.048591174,0.025911938,-0.09370153
3,-0.039942604,-0.054167632,-0.048916116,0.025510946,-0.096729636
4,-0.037363075,-0.04943027,-0.04203877,0.021990638,-0.08818798
5,-0.043802768,-0.057845317,-0.05374004,0.028523844,-0.104360774
6,-0.04180972,-0.05527187,-0.047468834,0.026499134,-0.09711135
7,-0.04622373,-0.061298076,-0.05534248,0.030861791,-0.108595274
8,-0.028418398,-0.04138447,-0.035896227,0.016607158,-0.075773016
9,-0.039862957,-0.053927965,-0.047469433,0.026145972,-0.096447505
10,-0.03781149,-0.051552594,-0.046078645,0.024307355,-0.09330685
11,-0.039792664,-0.053773616,-0.04768357,0.025591532,-0.09448932
12,-0.049223613,-0.062695555,-0.050816327,0.029341819,-0.112262316
13,-0.04379655,-0.058164418,-0.054691844,0.028646562,-0.10384703
14,-0.043470323,-0.057435077,-0.05176979,0.028515283,-0.10188578
15,-0.037008606,-0.048121735,-0.038397595,0.02042537,-0.086620435
16,-0.04317838,-0.058270503,-0.053677894,0.029634722,-0.10296102
17,-0.040677056,-0.05513471,-0.052178033,0.027670978,-0.09962989
18,-0.04837942,-0.061579846,-0.055572,0.030775452,-0.10821516
19,-0.04726956,-0.0614516,-0.05783208,0.031044638,-0.109781995
20,-0.0660057,-0.19239168,0.16157314,-0.041802414,-0.11019209
21,-0.037111305,-0.0518393,-0.04785444,0.025588378,-0.09320451
22,-0.04895845,-0.064250045,-0.059284672,0.032927886,-0.114349306
23,-0.0421841,-0.05666631,-0.052233078,0.02644234,-0.10265049
24,-0.045809563,-0.060933225,-0.055498526,0.030118663,-0.10915698
25,-0.041109055,-0.054756247,-0.04930781,0.026478454,-0.097011395
26,-0.038927305,-0.052421827,-0.043462977,0.024575802,-0.094376475
27,-0.044251204,-0.057489384,-0.053626772,0.028216787,-0.10336179
28,-0.044123814,-0.059165113,-0.05407938,0.030995501,-0.10497079
29,-0.041697957,-0.052443888,-0.043582022,0.02390841,-0.092695095
30,-0.042889807,-0.058327034,-0.052496374,0.029743444,-0.10521813
31,-0.03940737,-0.053977165,-0.048111886,0.02627721,-0.09633303
32,-0.03602753,-0.048663378,-0.04161441,0.021907533,-0.087008834
33,-0.042014025,-0.055224553,-0.048988,0.025430642,-0.09764686
34,-0.04567568,-0.05938301,-0.052877814,0.028276913,-0.105668426
35,-0.03615552,-0.048887428,-0.039698347,0.021734936,-0.08721612
36,-0.029329821,-0.041764125,-0.033916168,0.017003182,-0.07657421
37,-0.049860388,-0.062088367,-0.0491184,0.0308455,-0.10227253
38,-0.044396788,-0.059224978,-0.05280092,0.0297834,-0.10306796
39,-0.04013035,-0.054042667,-0.048098166,0.02696013,-0.09905033
40,-0.047416992,-0.062297307,-0.056364458,0.03342313,-0.110327676
41,-0.0385454,-0.05155974,-0.04464952,0.024638457,-0.09423798
42,-0.0444963,-0.058705762,-0.05104298,0.029076498,-0.10539538
43,-0.037105627,-0.052173544,-0.04876511,0.024669886,-0.09367028
44,-0.04648023,-0.061432756,-0.056972034,0.032051604,-0.10898849
45,-0.04231332,-0.05672124,-0.051127113,0.028742662,-0.10052909
46,-0.04201928,-0.053377103,-0.04409583,0.023173116,-0.09784484
47,-0.039764557,-0.05442885,-0.049917467,0.025466148,-0.095577665
48,-0.04300659,-0.05645228,-0.04762285,0.028309911,-0.099573724
49,-0.04289005,-0.057681724,-0.052096765,0.02894175,-0.10248898
50,-0.04640224,-0.06161168,-0.05589962,0.032714132,-0.10779374
51,-0.04086897,-0.055041697,-0.049974807,0.027802136,-0.096585564
52,-0.033618968,-0.0466881,-0.042463288,0.020559784,-0.08593915
53,-0.047160313,-0.0637663,-0.06084971,0.03326954,-0.11480079
54,-0.042941514,-0.05615349,-0.04957444,0.028779179,-0.09905665
55,-0.042876888,-0.057908982,-0.050950326,0.02822819,-0.10402898
56,-0.03971131,-0.053346574,-0.04981209,0.025043424,-0.09478506
57,-0.04330635,-0.057933506,-0.05133772,0.028034478,-0.102186084
58,-0.014669422,-0.021590265,-0.012520928,0.0039098086,-0.038229864
59,-0.04993166,-0.06453611,-0.059402153,0.035368107,-0.11238913
60,-0.034080338,-0.045923475,-0.039079726,0.020996397,-0.080565356
61,-0.04547219,-0.061014403,-0.056831416,0.03245918,-0.10883872
62,-0.039919965,-0.05338579,-0.046229247,0.025447765,-0.094702944
63,-0.03915593,-0.052158892,-0.04560133,0.023724446,-0.09308565
64,-0.047486115,-0.06280552,-0.055093974,0.031858362,-0.11333754
65,-0.04404699,-0.058802143,-0.05363502,0.030313507,-0.10390094
66,-0.04641616,-0.06500454,-0.06324308,0.03511379,-0.118385404
67,-0.04139521,-0.05469429,-0.048042864,0.027443793,-0.09596689
68,-0.04000745,-0.05447905,-0.04983902,0.025948234,-0.09765433
69,-0.0423018,-0.05695104,-0.052502543,0.027017917,-0.10106023
70,-0.040204447,-0.05593073,-0.051468644,0.026597843,-0.099685095
71,-0.04073614,-0.053862017,-0.047996376,0.026100658,-0.09620147
72,-0.04611557,-0.061589587,-0.057171077,0.031817526,-0.11036001
73,-0.039764933,-0.053087797,-0.04601856,0.024602637,-0.09530487
74,-0.040367033,-0.0543344,-0.04779098,0.02653284,-0.09539026
75,-0.0440312,-0.05959151,-0.054878872,0.02949657,-0.10451792
76,-0.043577023,-0.055252858,-0.05033306,0.028510775,-0.09747402
77,-0.035909638,-0.04773337,-0.04327332,0.020159036,-0.08949126
78,-0.046197698,-0.061046325,-0.057019778,0.031592876,-0.10895167
79,-0.037537333,-0.051505096,-0.045974985,0.023540735,-0.09204872
80,-0.037074223,-0.049651306,-0.04221758,0.021313882,-0.089530274
81,-0.045993328,-0.060627665,-0.05600628,0.029694136,-0.10867162
82,-0.041772604,-0.05487663,-0.048361596,0.027201261,-0.09681023
83,-0.040877458,-0.054708812,-0.05141864,0.027189173,-0.09921017
84,-0.02902004,-0.039681546,-0.031671517,0.016142009,-0.072214596
85,-0.037516978,-0.052125536,-0.048353814,0.024609674,-0.094308555
86,-0.04075676,-0.055060346,-0.04894904,0.026053643,-0.09829371
87,-0.042012993,-0.054915216,-0.048507594,0.027413074,-0.096508235
88,-0.03181421,-0.042547856,-0.03477402,0.018457238,-0.07674582
89,-0.0398036,-0.054135736,-0.049259577,0.027157541,-0.09581417
90,-0.039809242,-0.053597026,-0.048745044,0.026851775,-0.095241785
91,-0.04227888,-0.055789918,-0.049784526,0.027627375,-0.09904628
92,-0.04409132,-0.058517277,-0.05336652,0.031494252,-0.104298115
93,-0.036152847,-0.049753863,-0.04000381,0.02217532,-0.090963334
94,-0.04639641,-0.06032192,-0.05426307,0.031279117,-0.10605395
95,-0.04672212,-0.059711467,-0.052287113,0.030572142,-0.10553555
96,-0.047012094,-0.06115597,-0.05711563,0.0326491,-0.10767981
97,-0.04622822,-0.0605984,-0.05597458,0.028993076,-0.1076088
98,-0.04669262,-0.060207903,-0.052879088,0.030885594,-0.10537127
