,0,1,2,3,4
0,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
1,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
2,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
3,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
4,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
5,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
6,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
7,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
8,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
9,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
10,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
11,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
12,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
13,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
14,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
15,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
16,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
17,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
18,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
19,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
20,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
21,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
22,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
23,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
24,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
25,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
26,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
27,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
28,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
29,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
30,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
31,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
32,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
33,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
34,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
35,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
36,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
37,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
38,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
39,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
40,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
41,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
42,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
43,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
44,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
45,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
46,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
47,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
48,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
49,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
50,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
51,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
52,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
53,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
54,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
55,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
56,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
57,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
58,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
59,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
60,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
61,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
62,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
63,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
64,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
65,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
66,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
67,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
68,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
69,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
70,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
71,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
72,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
73,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
74,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
75,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
76,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
77,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
78,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
79,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
80,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
81,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
82,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
83,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
84,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
85,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
86,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
87,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
88,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
89,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
90,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
91,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
92,-0.15956788,0.1306355,-0.15988232,0.06230401,0.15761033
